"State","District","Date","Year","Month","Avg_rainfall","Agency_name"
"Chhattisgarh","Bastar","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-05","2023","02","4.62807E-5","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bastar","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-04","2023","02","0.0015000347","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-05","2023","02","0.001883522","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-15","2023","02","0.0006245045","NRSC VIC MODEL"
"Chhattisgarh","Bemetara","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-01","2023","02","1.92881E-5","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bijapur","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-18","2023","02","0.0487328259","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-21","2023","02","0.0005914886","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-02","2023","02","0.0005914806","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-03","2023","02","0.0005901052","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-04","2023","02","0.1639181396","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-05","2023","02","0.1278769701","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-06","2023","02","0.0735393868","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-15","2023","02","0.1030191217","NRSC VIC MODEL"
"Chhattisgarh","Bilapur","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dantewada","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-17","2023","02","0.0718575507","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-21","2023","02","0.0467474432","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-04","2023","02","0.0001019922","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-05","2023","02","0.1078691814","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-07","2023","02","0.0717644387","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-08","2023","02","0.0067019509","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-15","2023","02","0.1052255182","NRSC VIC MODEL"
"Chhattisgarh","Dhamtari","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-21","2023","02","9.259E-7","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-03","2023","02","1.8517E-6","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-04","2023","02","0.0007005857","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-05","2023","02","0.0127482328","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-08","2023","02","0.0003566627","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-15","2023","02","9.259E-7","NRSC VIC MODEL"
"Chhattisgarh","Durg","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-17","2023","02","0.0006550177","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-18","2023","02","0.0002004581","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-21","2023","02","0.000575231","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-23","2023","02","0.0005419699","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-05","2023","02","0.0161112787","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-06","2023","02","0.0001469192","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-07","2023","02","0.0019191888","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-08","2023","02","0.0018258652","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gariyaband","2023-02-16","2023","02","0.0001296651","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-18","2023","02","1.23032E-5","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-22","2023","02","2.16669E-5","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-03","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-04","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-05","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-15","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Gaurella Pendra Marwahi","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-18","2023","02","0.0018474517","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-21","2023","02","8.93387E-5","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-02","2023","02","5.45021E-5","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-03","2023","02","0.0001008588","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-04","2023","02","0.0073535191","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-05","2023","02","0.0048762249","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-06","2023","02","0.002755948","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-08","2023","02","6.32252E-5","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-15","2023","02","0.0042747205","NRSC VIC MODEL"
"Chhattisgarh","Janjgir-Champa","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-03","2023","02","5.46141E-5","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-04","2023","02","4.25179E-5","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-05","2023","02","1.70072E-5","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-07","2023","02","8.5036E-6","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-08","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-01","2023","02","1.70072E-5","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-15","2023","02","4.25179E-5","NRSC VIC MODEL"
"Chhattisgarh","Jashpur","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-17","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-21","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-02","2023","02","0.0002162125","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-03","2023","02","0.0001081063","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-04","2023","02","0.0005647641","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-05","2023","02","0.0001081063","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-06","2023","02","0.0002934067","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-07","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-08","2023","02","0.0001081063","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-13","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-14","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-15","2023","02","0.0054586135","NRSC VIC MODEL"
"Chhattisgarh","Kabirdham","2023-02-16","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-17","2023","02","0.0630326967","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-18","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-19","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-20","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-21","2023","02","0.048719033","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-22","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-23","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-24","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-02","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-03","2023","02","1.00214E-5","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-04","2023","02","4.49229E-5","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-05","2023","02","0.087012754","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-06","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-07","2023","02","0.0630328667","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-01","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-08","2023","02","0.0021279337","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-09","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-10","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-11","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-12","2023","02","NA","NRSC VIC MODEL"
"Chhattisgarh","Kanker","2023-02-13","2023","02","NA","NRSC VIC MODEL"
